pid	sen_a	sen_b	label
204	Does this patient with a 3-week-old fracture of the distal head of the fifth metatarsal need any treatment?	What is the dose of Famvir?	false
205	This woman called about her husband who was seen in the emergency room because of confusion and dementia.  Should I get a head computerized tomography (CT) now since he is improving, or wait and run the risk of missing a brain tumor?	Patient with confusion and dementia in emergency room, now better. Get head computerized tomography (CT) now or observe?	true
206	This woman called about her husband who was seen in the emergency room because of confusion and dementia.  Should I get a head computerized tomography (CT) now since he is improving, or wait and run the risk of missing a brain tumor?	Why wasn't this patient very sick? (large empyema and Haemophilus influenza in sputum)	false
207	How much codeine is in Tylenol with codeine elixir?	How much codeine is in Tylenol with codeine elixir?	true
208	A 40 year-old woman with left chest pain, tender 4th rib, lungs clear, heart normal, psychiatric overlay, suspect intercostal neuritis.  How far do you go with a workup for chest pain?  Attempting to keep costs down.	Forty-year-old woman left chest pain, tender fourth rib, psychiatric overlay, how far to workup?	true
209	A 40 year-old woman with left chest pain, tender 4th rib, lungs clear, heart normal, psychiatric overlay, suspect intercostal neuritis.  How far do you go with a workup for chest pain?  Attempting to keep costs down.	How do you inject the bicipital tendon?	false
210	I felt an elongated mass coming off the prostate and extending laterally, feels like a tight muscle. It's thin as a pencil lead and long, not sure what it is.  One question is "Who should I punt to?"  I'm not even sure what the question is.	I felt an elongated mass coming off the prostate extending laterally, what is it?	true
211	A 9-year-old girl had been to Wacky Waters, now has clear vesicles on her hands, may be staphylococcal infection even though the vesicles are clear but I want to see what they have to say.	Nine-year-old girl was at Wacky Waters, clear vesicles on hands, what is it?	true
212	A 9-year-old girl had been to Wacky Waters, now has clear vesicles on her hands, may be staphylococcal infection even though the vesicles are clear but I want to see what they have to say.	What is the dose of Sporanox?	false
213	Can Lorabid cause headaches?	Can Lorabid cause headaches?	true
214	Can Lorabid cause headaches?	I wonder if this patient could have a rotator cuff thing?	false
215	What is the name of the ophthalmic drop that has ciprofloxacin in it?	What is the name of the ophthalmic drop that has ciprofloxacin in it?	true
216	What is the name of the ophthalmic drop that has ciprofloxacin in it?	How should I treat polymenorrhea in a 14-year-old girl?	false
217	43 year-old female has had rash for approximately 1 year, has gotten worse. "What is the cause of this rash?"  He said he knew what it was but needed to know the name of it - 3rd book he looked at finally had a good picture.	Forty-three-year-old woman has had rash for approximately one year, gotten worse. What is the name of it?	true
218	43 year-old female has had rash for approximately 1 year, has gotten worse. "What is the cause of this rash?"  He said he knew what it was but needed to know the name of it - 3rd book he looked at finally had a good picture.	What are the indications for getting a digoxin level?	false
219	Question asked of Dr. X by resident:  Patient on birth control is having breakthrough bleeding.  In her case is it best to increase the level of estrogen in her medication?	Question from resident: patient on oral contraceptive's, breakthrough bleeding. Increase estrogen?	true
220	Question asked of Dr. X by resident:  Patient on birth control is having breakthrough bleeding.  In her case is it best to increase the level of estrogen in her medication?	Patient, plate in hip, no murmur, needs subacute bacterial endocarditis prophylaxis before sees dentist?	false
221	What is a good source to use for teaching residents how to repair 4th degree lacerations?	What is a good source to teach residents to repair fourth-degree lacerations?	true
222	What is a good source to use for teaching residents how to repair 4th degree lacerations?	Can I use low molecular weight heparin in pregnancy (patient with deep vein thrombosis last pregnancy)?	false
223	A patient Dr. X saw the day before (7/30/96) said his friend told him that Plendil can react negatively if the patient is exposed to the sun.  Is that true?	Does Plendil cause an adverse reaction with sun exposure?	true
224	Patient with chronic lymphocytic leukemia had pneumonia.  Why is she still short of breath now that her pneumonia is all better?  Her hemoglobin is 10 and she is sick so that's probably part of it.	Patient, chronic lymphocytic leukemia, had pneumonia. Why still short of breath now that pneumonia all better?	true
225	What is Dynabac (dirithromycin)?  What bacteria does it cover?  What are the indications for use?  Should you take it with food?  What is the dose?	What is Dynabac (dirithromycin)? Coverage? Indications? Take with food? Dose?	true
226	72-year-old woman with chronic lymphocytic leukemia, white blood count&gt;100,000. How should I treat her?	72-year-old woman, chronic lymphocytic leukemia. How should I treat her?	true
227	This patient has a blue lesion on her abdomen and I'm not sure what it is, so the question is, what is it?	This patient has a blue lesion on her abdomen.  What is it?	true
228	This patient has a blue lesion on her abdomen and I'm not sure what it is, so the question is, what is it?	Is Serzone okay to give to with a partial gastrectomy; that is, will it be absorbed?	false
229	I saw a 54-year-old woman a year ago with severe dyspnea (dying), skin like leather and she was hypothyroid (thyroid stimulating hormone 400, T4 0, T3 0).  What happened to her thyroid, why did she get hypothyroid?	54-year-old female, dyspnea, skin like leather, hypothyroid, thyroid stimulating hormone 400.  Why hypothyroid?	true
230	I saw a 54-year-old woman a year ago with severe dyspnea (dying), skin like leather and she was hypothyroid (thyroid stimulating hormone 400, T4 0, T3 0).  What happened to her thyroid, why did she get hypothyroid?	Boys' father has Marfan's Syndrome. Do these boys need further evaluation?	false
231	The same patient got bullous pemphigoid but I didn't know what the rash was and I had to look it up.	Patient got bullous pemphigoid but didn't know what the rash was, had to look it up.	true
